speaker,minute,text,event,id
Donald Trump,13:41:00,"The UK is up 2500%, because I knew you’d be doing this. I know you very well. The UK is up 2500%. The EU is up 722%. And the United States is down 21%.",Trump Town Hall 2020,6gfyrRVCk2
Savannah Guthrie,13:55:00,But we have per… Our deaths per capita is among the highest of all-,Trump Town Hall 2020,Pgiir7PpuX
Donald Trump,14:01:00,Excess mortality.,Trump Town Hall 2020,CPJfMVGelR
Savannah Guthrie,14:01:00,I’m sorry?,Trump Town Hall 2020,55UzXYdgE2
Donald Trump,14:01:00,"Excess mortality, we’re a winner on the excess mortality. And what we’ve done has been amazing. And we have done an amazing job. And it’s rounding the corner and we have the vaccines coming, and we have the therapies coming. And I’ll tell you what, one thing. When I got it, I had a choice. Do nothing, or use some of the things that we’re looking at, like in this case, Regeneron. and Eli Lilly makes something that’s supposed to be incredible. And I think that maybe I wouldn’t be doing this discussion with you right now. We have therapies now and cures, maybe you can use the word cure, but we have therapies that are absolutely incredible, Savannah.",Trump Town Hall 2020,EEn3r5A8wk
Savannah Guthrie,14:39:00,I want to pick up on something you just said. You said we’re rounding the corner.,Trump Town Hall 2020,4jukJ9QhF4
Donald Trump,14:42:00,"I believe we’re rounding the corner, yes.",Trump Town Hall 2020,6dDOoc4xPE
Savannah Guthrie,14:43:00,"10% of the country approximately has had COVID. That means 80%-90%, 90%, let’s do the math, is still vulnerable.",Trump Town Hall 2020,sZCz1AX539
Donald Trump,14:51:00,"Right, right. That’s right.",Trump Town Hall 2020,z1rEipEMUM
Savannah Guthrie,14:51:00,"There’s been some talk, including from the White House lately that perhaps it approves of what’s called herd immunity. That’s where you basically just let young people and everybody gets sick. You try to protect the old people and those who are sick. And hopefully, it gets up to a certain level, and now we’re all immune.",Trump Town Hall 2020,dTO6SE6Ft9
Donald Trump,15:08:00,Yeah.,Trump Town Hall 2020,lhK8NkH4B9
Savannah Guthrie,15:08:00,"So let’s just be clear about it. It also means more deaths. Do you support herd immunity as a strategy? Essentially, just let people get sick?",Trump Town Hall 2020,KjyiIWznpA
Donald Trump,15:18:00,"The cure can not be worse than the problem itself. We did the right thing. We were expected to lose 2,200,000 people, and maybe more than that. We’re at 210,000 people. One person is too much, it should have never happened because of China. It happened because of China. And you have to get that and understand that. But it shouldn’t have happened. But we were expected to lose, if you look at the original charts from original doctors who are respected by everybody, 2,200,00 people.",Trump Town Hall 2020,h8Ah0as5SB
Savannah Guthrie,15:49:00,"That 2 million figure, though, is if you literally did nothing.",Trump Town Hall 2020,DPsUoakwBv
Donald Trump,15:53:00,We saved 2 million people.,Trump Town Hall 2020,uv8k91Q6i1
Savannah Guthrie,15:53:00,"The 2 million figure is if you did absolutely nothing, it would be 2 million. The question is, should the deaths be better than 200,000, when-",Trump Town Hall 2020,hkRrsX5PfN
Donald Trump,16:01:00,"I don’t know, let me tell you what is happening. I left North Carolina, which I love. I left Pennsylvania. We won a big case in Michigan because that governor has a lockdown where nobody but her husband can do anything. He can go boating and do whatever he wants, but nobody else can. The fact is we’re winning all these cases because it’s unconstitutional what they’re doing. And I think they’re doing it for political reasons. But the fact is the cure, you can’t let this continue to go on with the lockdowns. And I believe that on November 4th, you’re going to have a lot of these governors.",Trump Town Hall 2020,axDFPPaH0d
Donald Trump,16:35:00,"Look at what’s happening to New York. New York is a mess. They lost almost 40,000 people. They have a lockdown like you’ve never seen. Now they’re open, it’s like a ghost town. And Savannah, it’s very important. People are leaving New York by the thousands, and you’re going to have a hard time ever building it up again. So that cure, that so called cure that you talk about, it can’t be worse than the problem. The problem is a bad problem.",Trump Town Hall 2020,BXwgTZJHmj
Savannah Guthrie,17:02:00,We’ve got more questions.,Trump Town Hall 2020,c2EUBikL9n
Donald Trump,17:03:00,… than the problem. The problem is a bad problem.,Trump Town Hall 2020,ToTHZigmwA
Savannah Guthrie,17:03:00,We’ve got more questions on COVID-,Trump Town Hall 2020,zCArTB5ulV
Donald Trump,17:03:00,"Okay, fine.",Trump Town Hall 2020,9i7RsW8bCu
Savannah Guthrie,17:04:00,"… so let’s drop it, for now. We were supposed to, as mentioned, be watching you on a debate stage right now. We’re not doing that, so let’s clear up a few things from the last one. You were asked point blank to denounce white supremacy. In the moment, you didn’t. You asked some follow up questions. “Who, specifically?” A couple of days later, on a different show-",Trump Town Hall 2020,XLSq5AGi9O
Donald Trump,17:24:00,"Oh, you always do this.",Trump Town Hall 2020,dLPDxDOKCh
Savannah Guthrie,17:24:00,… you denounced white supremacy.,Trump Town Hall 2020,RnsBYFJZdj
Donald Trump,17:26:00,"No, you always do this.",Trump Town Hall 2020,vSj4HDhGXI
Savannah Guthrie,17:26:00,My question to you is-,Trump Town Hall 2020,isJZB0uzjC
Donald Trump,17:27:00,"You’ve done this to me, and everybody-",Trump Town Hall 2020,2PnE6OfOht
Savannah Guthrie,17:27:00,… why does it seem like-,Trump Town Hall 2020,6O1Upurdn4
Donald Trump,17:29:00,I denounce white supremacy. Okay?,Trump Town Hall 2020,obnn9M0OVd
Savannah Guthrie,17:31:00,"You did, two days later.",Trump Town Hall 2020,XgMyd2kbEl
Donald Trump,17:31:00,"I’ve denounced white supremacy, for years, but you always do it. You always start off with the question. You didn’t ask Joe Biden, whether or not he denounces Antifa. I watched him on the same basic show with Lester Holt, and he was asking questions like Biden was a child.",Trump Town Hall 2020,VDgNEdNqCc
Savannah Guthrie,17:48:00,"Well, so this is a little bit of a dodge.",Trump Town Hall 2020,RLaEO988MM
Donald Trump,17:48:00,"So, are you ready? Are you… Wait. Are you listening? I denounce white supremacy.",Trump Town Hall 2020,nVadFjN4qW
Savannah Guthrie,17:53:00,Okay.,Trump Town Hall 2020,KHyhF9MDtT
Donald Trump,17:53:00,What’s your next question?,Trump Town Hall 2020,uhv2cmLqUb
Savannah Guthrie,17:55:00,"Do you feel, it feels sometimes you’re hesitant to do so, like you wait a beat.",Trump Town Hall 2020,hnnEpPh7r8
Donald Trump,17:58:00,"Hesitant? Here we go again. Every time… In fact, my people came, “I’m sure they’ll ask you the white supremacy question.” I denounce white supremacy.",Trump Town Hall 2020,aaJ25LkFDo
Savannah Guthrie,18:06:00,Okay.,Trump Town Hall 2020,GqMB46K4aK
Donald Trump,18:06:00,"And frankly, you want to know something? I denounce Antifa, and I denounce these people on the left that are burning down our cities, that are run by Democrats who don’t know what they’re doing-",Trump Town Hall 2020,nDpLFzWAnu
Savannah Guthrie,18:15:00,"All right, while we’re denouncing, let me ask you about QAnon. It is this theory that Democrats are a satanic pedophile ring and that you are the savior, of that. Now can you just, once and for all, state that that is completely not true, and-",Trump Town Hall 2020,dto0OSE4zp
Donald Trump,18:34:00,"So, I know [crosstalk 00:18:35]-",Trump Town Hall 2020,pMbf7I5d5q
Savannah Guthrie,18:34:00,… disavow QAnon-,Trump Town Hall 2020,XbbgoOyxsF
Donald Trump,18:34:00,Yeah.,Trump Town Hall 2020,7pFQgDDUNb
Savannah Guthrie,18:36:00,… in its entirety?,Trump Town Hall 2020,SzarNQWka0
Donald Trump,18:37:00,I know nothing about QAnon.,Trump Town Hall 2020,h4mqIvMIRp
Savannah Guthrie,18:39:00,I just told you.,Trump Town Hall 2020,cdc3sfBVVW
Donald Trump,18:41:00,"I know very little. You told me, but what you tell me, doesn’t necessarily make it fact. I hate to say that. I know nothing about it. I do know they are very much against pedophilia. They fight it very hard. But I know nothing about it. If you’d like me to-",Trump Town Hall 2020,XdJipagdy0
